time	fnum	flen
14:40:25.248	100948	1514
14:40:25.249	100955	1514
14:40:25.250	100958	62
14:40:25.251	100960	62
14:40:25.252	100962	1202
14:40:25.253	100965	1202
14:40:25.254	100972	1214
14:40:25.255	100981	1230
14:40:25.256	100990	446
14:40:25.257	100993	1514
14:40:25.258	101003	446
14:40:25.259	101009	646
14:40:25.260	101016	62
14:40:25.261	101028	430
14:40:25.262	101033	446
14:40:25.263	101037	1514
14:40:25.264	101044	62
14:40:25.265	101060	430
14:40:25.266	101066	1514
14:40:25.267	101080	430
14:40:25.268	101087	618
14:40:25.269	101092	630
14:40:25.270	101102	1514
14:40:25.271	101107	1514
14:40:25.272	101115	430
14:40:25.273	101120	1514
14:40:25.274	101126	1514
14:40:25.275	101134	1514
14:40:25.276	101146	430
14:40:25.277	101152	446
14:40:25.278	101158	446
14:40:25.279	101161	1514
14:40:25.280	101170	1514
14:40:25.281	101174	1514
14:40:25.282	101178	62
14:40:25.283	101180	62
14:40:25.284	101182	1514
14:40:25.285	101185	618
14:40:25.286	101190	430
14:40:25.287	101196	446
14:40:25.288	101205	430
14:40:25.289	101213	62
14:40:25.290	101219	646
14:40:25.291	101223	446
14:40:25.292	101232	62
14:40:25.293	101242	62
14:40:25.294	101250	62
14:40:25.295	101255	1514
14:40:25.296	101266	430
14:40:25.297	101273	62
14:40:25.298	101277	62
14:40:25.299	101280	62
14:40:25.300	101292	430
14:40:25.301	101296	646
14:40:25.302	101302	62
14:40:25.303	101312	618
14:40:25.304	101314	1514
14:40:25.305	101325	1514
14:40:25.306	101334	1190
14:40:25.307	101336	1190
14:40:25.308	101343	1514
14:40:25.309	101351	634
14:40:25.310	101361	446
14:40:25.311	101368	430
14:40:25.312	101379	62
14:40:25.313	101384	1514
14:40:25.314	101394	1514
14:40:25.315	101403	62
14:40:25.316	101409	1230
14:40:25.317	101418	446
14:40:25.318	101421	446
14:40:25.319	101424	446
14:40:25.320	101432	446
14:40:25.321	101439	62
14:40:25.322	101444	1514
14:40:25.323	101449	1190
14:40:25.324	101457	446
14:40:25.325	101465	1514
14:40:25.326	101474	430
14:40:25.327	101478	446
14:40:25.328	101484	430
14:40:25.329	101491	1514
14:40:25.330	101501	634
14:40:25.331	101507	430
14:40:25.332	101516	62
14:40:25.333	101521	618
14:40:25.334	101529	430
14:40:25.335	101535	62
14:40:25.336	101538	446
14:40:25.337	101541	1514
14:40:25.338	101549	62
14:40:25.339	101554	446
14:40:25.340	101567	1514
14:40:25.341	101579	430
14:40:25.342	101595	1230
14:40:25.343	101607	430
14:40:25.344	101616	646
14:40:25.345	101620	1218
14:40:25.346	101626	430
14:40:25.347	101628	62
14:40:25.348	101630	62
14:40:25.349	101632	62
14:40:25.350	101642	62
14:40:25.351	101657	446
14:40:25.352	101666	62
14:40:25.353	101674	1514
14:40:25.354	101680	1514
14:40:25.355	101688	430
14:40:25.356	101696	430
14:40:25.357	101707	430
14:40:25.358	101721	634
14:40:25.359	101722	446
14:40:25.360	101728	1514
14:40:25.361	101738	1514
14:40:25.362	101752	1206
14:40:25.363	101755	1514
14:40:25.364	101766	446
14:40:25.366	101771	62
14:40:25.367	101773	1514
14:40:25.368	101780	1514
14:40:25.369	101786	62
14:40:25.370	101795	634
14:40:25.371	101799	430
14:40:25.372	101806	630
14:40:25.373	101814	446
14:40:25.374	101820	1514
14:40:25.375	101827	646
14:40:25.376	101831	430
14:40:25.377	101838	446
14:40:25.378	101849	446
14:40:25.379	101856	634
14:40:25.380	101859	62
14:40:25.382	101861	62
14:40:25.383	101864	1514
14:40:25.384	101869	62
14:40:25.385	101877	1514
14:40:25.386	101884	618
14:40:25.387	101896	634
14:40:25.388	101904	1514
14:40:25.389	101917	430
14:40:25.390	101922	1514
14:40:25.391	101931	1514
14:40:25.392	101936	1514
14:40:25.393	101943	62
14:40:25.394	101951	446
14:40:25.395	101960	446
14:40:25.396	101966	1514
14:40:25.397	101974	1514
14:40:25.398	101981	1514
14:40:25.399	101988	1514
14:40:25.400	101998	62
14:40:25.401	102006	1514
14:40:25.402	102014	630
14:40:25.403	102019	1514
14:40:25.404	102029	618
14:40:25.405	102030	446
14:40:25.406	102043	618
14:40:25.407	102055	62
14:40:25.408	102067	62
14:40:25.409	102080	430
14:40:25.410	102086	62
14:40:25.411	102090	62
14:40:25.412	102093	446
14:40:25.413	102096	1514
14:40:25.414	102106	446
14:40:25.415	102108	1202
14:40:25.416	102120	646
14:40:25.417	102122	1514
14:40:25.418	102127	618
14:40:25.419	102139	430
14:40:25.420	102146	1218
14:40:25.421	102152	1514
14:40:25.422	102160	446
14:40:25.423	102167	1514
14:40:25.424	102172	1514
14:40:25.425	102174	1218
14:40:25.426	102182	446
14:40:25.427	102192	446
14:40:25.428	102200	1514
14:40:25.429	102217	1514
14:40:25.430	102224	630
14:40:25.431	102236	1514
14:40:25.432	102254	430
14:40:25.433	102265	62
14:40:25.434	102279	1514
14:40:25.435	102286	1190
14:40:25.436	102289	1202
14:40:25.438	102295	62
14:40:25.439	102297	1202
14:40:25.440	102300	62
14:40:25.441	102304	1202
14:40:25.442	102306	62
14:40:25.443	102308	62
14:40:25.444	102309	62
14:40:25.445	102311	1514
14:40:25.446	102314	446
14:40:25.447	102320	446
14:40:25.448	102323	1514
14:40:25.449	102332	1514
14:40:25.450	102348	1514
14:40:25.451	102363	62
14:40:25.452	102370	62
14:40:25.453	102372	446
14:40:25.454	102379	62
14:40:25.455	102383	62
14:40:25.456	102385	1514
14:40:25.457	102390	62
14:40:25.458	102395	62
14:40:25.459	102404	430
14:40:25.460	102409	62
14:40:25.461	102418	1202
14:40:25.462	102422	430
14:40:25.463	102426	1514
14:40:25.464	102431	62
14:40:25.465	102439	618
14:40:25.467	102444	1218
14:40:25.469	102450	446
14:40:25.470	102454	62
14:40:25.471	102460	1514
14:40:25.472	102469	62
14:40:25.473	102476	1514
14:40:25.474	102486	630
14:40:25.475	102495	1214
14:40:25.476	102501	646
14:40:25.477	102508	1218
14:40:25.478	102512	430
14:40:25.479	102520	1514
14:40:25.480	102526	1514
14:40:25.481	102541	1514
14:40:25.482	102548	430
14:40:25.483	102557	62
14:40:25.484	102561	62
14:40:25.485	102569	430
14:40:25.486	102574	618
14:40:25.487	102576	62
14:40:25.488	102578	446
14:40:25.489	102583	618
14:40:25.490	102593	62
14:40:25.491	102599	1514
14:40:25.492	102609	446
14:40:25.493	102613	1514
14:40:25.494	102619	1514
14:40:25.495	102627	62
14:40:25.496	102638	1202
14:40:25.497	102647	446
14:40:25.498	102652	634
14:40:25.499	102658	62
14:40:25.500	102667	62
14:40:25.501	102674	430
14:40:25.502	102684	1514
14:40:25.503	102691	430
14:40:25.504	102698	430
14:40:25.505	102707	1514
14:40:25.506	102718	446
14:40:25.507	102721	62
14:40:25.508	102726	430
14:40:25.509	102735	430
14:40:25.510	102746	62
14:40:25.511	102759	62
14:40:25.512	102777	446
14:40:25.513	102792	62
14:40:25.514	102807	646
14:40:25.515	102826	1514
14:40:25.516	102845	1514
14:40:25.517	102853	430
14:40:25.518	102854	62
14:40:25.519	102856	62
14:40:25.520	102859	62
14:40:25.521	102861	1214
14:40:25.522	102864	1202
14:40:25.523	102867	1202
14:40:25.524	102870	1514
14:40:25.525	102873	1514
14:40:25.526	102887	62
14:40:25.527	102896	1514
14:40:25.528	102903	446
14:40:25.529	102908	430
14:40:25.530	102919	1514
14:40:25.531	102929	430
14:40:25.532	102947	430
14:40:25.533	102956	446
14:40:25.534	102970	430
14:40:25.535	102972	62
14:40:25.536	102974	1190
14:40:25.537	102976	62
14:40:25.538	102980	1514
14:40:25.539	102989	1514
14:40:25.540	102995	446
14:40:25.541	102999	446
14:40:25.542	103003	634
14:40:25.543	103017	1514
14:40:25.544	103024	1514
14:40:25.545	103036	1514
14:40:25.546	103046	1514
14:40:25.547	103054	1514
14:40:25.548	103059	1202
14:40:25.549	103065	62
14:40:25.550	103067	1514
14:40:25.551	103070	1218
14:40:25.552	103077	646
14:40:25.553	103084	634
14:40:25.554	103090	446
14:40:25.555	103092	1214
14:40:25.556	103097	446
14:40:25.557	103103	62
14:40:25.558	103106	1514
14:40:25.559	103110	1514
14:40:25.560	103116	430
14:40:25.561	103124	1202
14:40:25.562	103128	62
14:40:25.563	103135	1514
14:40:25.564	103144	446
14:40:25.565	103152	1514
14:40:25.566	103158	618
14:40:25.567	103166	1218
14:40:25.568	103170	430
14:40:25.569	103181	1514
14:40:25.570	103193	62
14:40:25.571	103203	1214
14:40:25.572	103212	1514
14:40:25.573	103220	1514
14:40:25.574	103225	446
14:40:25.575	103234	1514
14:40:25.576	103239	1514
14:40:25.577	103255	1514
14:40:25.578	103266	1202
14:40:25.579	103269	1514
14:40:25.580	103277	62
14:40:25.581	103280	630
14:40:25.582	103287	1514
14:40:25.583	103306	62
14:40:25.584	103317	1218
14:40:25.585	103320	446
14:40:25.586	103323	446
14:40:25.587	103333	62
14:40:25.588	103338	1202
14:40:25.589	103345	62
14:40:25.590	103351	1218
14:40:25.591	103355	1230
14:40:25.592	103364	446
14:40:25.593	103377	446
14:40:25.594	103379	1514
14:40:25.595	103386	62
14:40:25.596	103401	1514
14:40:25.597	103410	1514
14:40:25.598	103417	446
14:40:25.599	103428	1514
14:40:25.600	103433	1514
14:40:25.601	103444	62
14:40:25.602	103454	634
14:40:25.603	103463	1514
14:40:25.604	103472	1514
14:40:25.605	103475	446
14:40:25.606	103477	1514
14:40:25.607	103488	1514
14:40:25.608	103493	62
14:40:25.609	103496	634
14:40:25.610	103505	1514
14:40:25.611	103516	1514
14:40:25.612	103536	430
14:40:25.613	103548	1514
14:40:25.614	103565	1514
14:40:25.615	103581	1514
14:40:25.616	103591	430
14:40:25.617	103606	446
14:40:25.618	103614	1202
14:40:25.619	103616	1230
14:40:25.620	103622	446
14:40:25.621	103623	1218
14:40:25.622	103634	446
14:40:25.623	103641	446
14:40:25.624	103646	446
14:40:25.625	103651	430
14:40:25.626	103655	630
14:40:25.627	103660	1218
14:40:25.628	103670	1514
14:40:25.629	103679	1514
14:40:25.630	103686	1206
14:40:25.631	103692	446
14:40:25.632	103699	446
14:40:25.633	103701	1514
14:40:25.634	103712	62
14:40:25.635	103717	1514
14:40:25.636	103726	646
14:40:25.637	103732	1218
14:40:25.638	103735	1202
14:40:25.639	103737	62
14:40:25.640	103742	1202
14:40:25.641	103748	1202
14:40:25.642	103751	62
14:40:25.643	103756	1214
14:40:25.644	103765	62
14:40:25.645	103782	446
14:40:25.646	103796	430
14:40:25.647	103812	62
14:40:25.648	103828	1218
14:40:25.649	103840	1514
14:40:25.650	103856	1514
14:40:25.651	103875	1514
14:40:25.652	103888	1514
14:40:25.653	103905	62
14:40:25.654	103917	1514
14:40:25.655	103927	1514
14:40:25.656	103941	1514
14:40:25.658	103952	1218
14:40:25.659	103954	62
14:40:25.660	103956	62
14:40:25.661	103959	62
14:40:25.662	103969	646
14:40:25.663	103981	1214
14:40:25.664	103991	1202
14:40:25.665	104002	634
14:40:25.666	104004	1206
14:40:25.667	104010	62
14:40:25.668	104015	1202
14:40:25.669	104022	1514
14:40:25.670	104025	446
14:40:25.671	104033	446
14:40:25.672	104042	1218
14:40:25.673	104048	446
14:40:25.674	104056	1514
14:40:25.675	104059	446
14:40:25.676	104062	446
14:40:25.677	104068	62
14:40:25.678	104075	630
14:40:25.679	104086	618
14:40:25.680	104095	446
14:40:25.681	104105	1514
14:40:25.682	104115	62
14:40:25.683	104126	1214
14:40:25.684	104132	430
14:40:25.685	104143	1514
14:40:25.686	104151	62
14:40:25.687	104156	62
14:40:25.689	104158	446
14:40:25.690	104167	446
14:40:25.691	104169	62
14:40:25.692	104173	1202
14:40:25.693	104181	446
14:40:25.694	104187	1514
14:40:25.695	104196	430
14:40:25.696	104208	634
14:40:25.697	104222	646
14:40:25.698	104237	1514
14:40:25.699	104246	1514
14:40:25.700	104265	1514
14:40:25.701	104274	1514
14:40:25.702	104288	446
14:40:25.703	104303	62
14:40:25.704	104309	1214
14:40:25.705	104310	62
14:40:25.706	104312	62
14:40:25.707	104314	446
14:40:25.708	104316	1214
14:40:25.709	104319	446
14:40:25.710	104330	1514
14:40:25.711	104336	1190
14:40:25.712	104345	62
14:40:25.713	104359	62
14:40:25.714	104375	446
14:40:25.715	104383	446
14:40:25.716	104399	446
14:40:25.717	104412	646
14:40:25.718	104416	62
14:40:25.719	104419	62
14:40:25.720	104425	62
14:40:25.721	104432	1514
14:40:25.722	104438	430
14:40:25.723	104446	62
14:40:25.724	104448	1202
14:40:25.725	104453	446
14:40:25.726	104460	1514
14:40:25.727	104467	446
14:40:25.728	104478	62
14:40:25.730	104485	62
14:40:25.731	104490	1514
14:40:25.732	104506	62
14:40:25.733	104509	62
14:40:25.734	104511	1202
14:40:25.735	104512	1514
14:40:25.736	104517	1514
14:40:25.737	104533	1190
14:40:25.738	104539	646
14:40:25.739	104547	1514
14:40:25.740	104557	634
14:40:25.741	104558	1514
14:40:25.742	104573	62
14:40:25.743	104583	62
14:40:25.744	104591	430
14:40:25.745	104606	1514
14:40:25.746	104610	1514
14:40:25.747	104624	62
14:40:25.748	104630	634
14:40:25.749	104636	1202
14:40:25.750	104637	62
14:40:25.751	104640	1202
14:40:25.752	104654	62
14:40:25.753	104662	62
14:40:25.754	104672	430
14:40:25.755	104676	62
14:40:25.756	104678	446
14:40:25.757	104682	1514
14:40:25.758	104692	1514
14:40:25.759	104701	62
14:40:25.760	104704	1514
14:40:25.761	104711	1230
14:40:25.762	104718	446
14:40:25.763	104726	1218
14:40:25.764	104733	446
14:40:25.765	104737	1514
14:40:25.766	104744	1514
14:40:25.767	104749	1514
14:40:25.768	104756	1514
14:40:25.769	104765	430
14:40:25.770	104777	634
14:40:25.771	104782	446
14:40:25.772	104787	1514
14:40:25.773	104795	446
14:40:25.774	104798	446
14:40:25.775	104802	446
14:40:25.776	104804	446
14:40:25.777	104811	1514
14:40:25.778	104820	62
14:40:25.779	104829	1190
14:40:25.780	104835	1206
14:40:25.781	104840	618
14:40:25.782	104845	1218
14:40:25.783	104851	1230
14:40:25.784	104860	1202
14:40:25.785	104865	446
14:40:25.786	104867	630
14:40:25.787	104870	430
14:40:25.788	104878	646
14:40:25.789	104884	62
14:40:25.790	104893	446
14:40:25.791	104897	430
14:40:25.792	104900	1514
14:40:25.793	104910	62
14:40:25.794	104912	1514
14:40:25.795	104916	618
14:40:25.796	104921	1190
14:40:25.797	104928	430
14:40:25.798	104937	1514
14:40:25.799	104948	62
14:40:25.800	104951	430
14:40:25.801	104959	446
14:40:25.802	104968	446
14:40:25.803	104971	446
14:40:25.804	104978	1514
14:40:25.805	104983	446
14:40:25.806	104994	430
14:40:25.807	105005	62
14:40:25.808	105011	1218
14:40:25.809	105021	1514
14:40:25.810	105035	646
14:40:25.811	105047	1514
14:40:25.812	105060	430
14:40:25.813	105070	634
14:40:25.814	105074	1214
14:40:25.815	105079	634
14:40:25.816	105085	446
14:40:25.817	105089	1230
14:40:25.818	105100	62
14:40:25.819	105109	62
14:40:25.820	105118	62
14:40:25.821	105121	1514
14:40:25.822	105129	430
14:40:25.823	105139	1514
14:40:25.824	105150	618
14:40:25.825	105160	1514
14:40:25.826	105168	1214
14:40:25.827	105174	446
14:40:25.828	105180	1514
14:40:25.829	105186	1206
14:40:25.830	105192	430
14:40:25.831	105198	62
14:40:25.832	105206	62
14:40:25.833	105216	446
14:40:25.834	105223	446
14:40:25.835	105228	430
14:40:25.836	105234	1514
14:40:25.837	105241	1514
14:40:25.838	105251	62
14:40:25.839	105257	446
14:40:25.840	105267	1514
14:40:25.841	105281	430
14:40:25.842	105295	62
14:40:25.843	105306	1514
14:40:25.844	105319	1514
14:40:25.845	105326	62
14:40:25.846	105335	430
14:40:25.847	105341	62
14:40:25.848	105343	62
14:40:25.849	105347	1514
14:40:25.850	105352	62
14:40:25.851	105365	446
14:40:25.852	105375	634
14:40:25.853	105390	630
14:40:25.854	105407	430
14:40:25.855	105420	1514
14:40:25.856	105435	430
14:40:25.857	105449	1514
14:40:25.858	105460	1514
14:40:25.859	105479	618
14:40:25.860	105480	62
14:40:25.861	105483	446
14:40:25.862	105490	634
14:40:25.863	105497	62
14:40:25.864	105501	1206
14:40:25.865	105509	446
14:40:25.866	105514	1514
14:40:25.868	105523	446
14:40:25.869	105530	446
14:40:25.870	105535	1514
14:40:25.871	105537	1206
14:40:25.872	105550	1514
14:40:25.873	105558	430
14:40:25.874	105563	446
14:40:25.875	105566	634
14:40:25.876	105575	446
14:40:25.877	105581	1514
14:40:25.878	105589	646
14:40:25.879	105593	1514
14:40:25.880	105596	446
14:40:25.881	105598	446
14:40:25.882	105606	1514
14:40:25.883	105611	1514
14:40:25.884	105615	62
14:40:25.885	105626	1514
14:40:25.886	105635	446
14:40:25.887	105642	1514
14:40:25.888	105648	1514
14:40:25.889	105657	446
14:40:25.890	105660	430
14:40:25.891	105663	446
14:40:25.892	105671	446
14:40:25.893	105679	430
14:40:25.894	105684	446
14:40:25.895	105689	62
14:40:25.896	105694	62
14:40:25.897	105699	1514
14:40:25.898	105707	1514
14:40:25.899	105715	446
14:40:25.900	105721	1514
14:40:25.901	105729	446
14:40:25.902	105731	1514
14:40:25.903	105739	62
14:40:25.904	105745	1514
14:40:25.905	105752	1514
14:40:25.906	105757	446
14:40:25.907	105760	62
14:40:25.908	105762	446
14:40:25.909	105768	430
14:40:25.910	105773	1514
14:40:25.911	105780	1514
14:40:25.912	105786	1514
14:40:25.913	105798	1514
14:40:25.914	105809	430
14:40:25.915	105813	1514
14:40:25.916	105824	1514
14:40:25.917	105836	430
14:40:25.918	105845	1514
14:40:25.919	105852	1514
14:40:25.920	105866	430
14:40:25.921	105880	62
14:40:25.923	105888	62
14:40:25.924	105894	430
14:40:25.925	105908	446
14:40:25.926	105910	1514
14:40:25.927	105916	62
14:40:25.928	105924	1514
14:40:25.929	105932	1514
14:40:25.930	105947	1514
14:40:25.931	105950	1514
14:40:25.932	105958	1514
14:40:25.933	105967	1514
14:40:25.934	105976	1514
14:40:25.935	105984	430
14:40:25.936	105988	1514
14:40:25.937	105994	1514
14:40:25.938	106002	1514
14:40:25.939	106010	446
14:40:25.940	106022	62
14:40:25.941	106030	62
14:40:25.942	106035	62
14:40:25.943	106041	62
14:40:25.944	106044	1218
14:40:25.945	106051	446
14:40:25.946	106059	446
14:40:25.947	106064	446
14:40:25.948	106066	1514
14:40:25.949	106074	1514
14:40:25.950	106080	446
14:40:25.951	106093	1514
14:40:25.952	106098	446
14:40:25.953	106103	1514
14:40:25.954	106113	430
14:40:25.955	106116	1514
14:40:25.956	106124	446
14:40:25.957	106128	430
14:40:25.958	106131	446
14:40:25.959	106133	1514
14:40:25.960	106141	1514
14:40:25.962	106146	1514
14:40:25.963	106154	446
14:40:25.964	106161	446
14:40:25.966	106166	1514
14:40:25.967	106178	1514
14:40:25.968	106186	1514
14:40:25.969	106194	1514
14:40:25.970	106205	430
14:40:25.971	106214	430
14:40:25.972	106217	1514
14:40:25.973	106228	62
14:40:25.974	106232	1514
14:40:25.975	106242	1514
14:40:25.976	106254	1514
14:40:25.977	106263	430
14:40:25.978	106271	1514
14:40:25.979	106283	1514
14:40:25.980	106287	1514
14:40:25.981	106296	430
14:40:25.982	106301	62
14:40:25.983	106304	1514
14:40:25.984	106317	1514
14:40:25.985	106322	1514
14:40:25.986	106327	1514
14:40:25.987	106330	1514
14:40:25.988	106339	1514
14:40:25.989	106347	706
14:40:25.990	106355	1514
14:40:25.991	106364	1514
14:40:25.992	106374	430
14:40:25.993	106380	1514
14:40:25.994	106388	446
14:40:25.995	106390	62
14:40:25.996	106394	1218
14:40:25.997	106400	446
14:40:25.998	106407	446
14:40:25.999	106414	446
14:40:26.000	106418	646
14:40:26.001	106428	430
14:40:26.002	106433	446
14:40:26.003	106437	646
14:40:26.004	106444	62
14:40:26.005	106453	446
14:40:26.006	106458	1514
14:40:26.007	106464	1514
14:40:26.008	106471	634
14:40:26.009	106476	1514
14:40:26.010	106487	1514
14:40:26.011	106492	1514
14:40:26.012	106497	1514
14:40:26.013	106507	62
14:40:26.014	106514	690
14:40:26.015	106518	446
14:40:26.016	106523	1514
14:40:26.017	106532	62
14:40:26.018	106536	630
14:40:26.019	106542	446
14:40:26.020	106545	62
14:40:26.021	106548	446
14:40:26.022	106554	646
14:40:26.023	106559	1514
14:40:26.024	106565	446
14:40:26.025	106568	446
14:40:26.026	106573	1514
14:40:26.027	106577	1514
14:40:26.028	106587	634
14:40:26.029	106591	446
14:40:26.030	106593	430
14:40:26.031	106597	62
14:40:26.032	106602	634
14:40:26.033	106609	1514
14:40:26.034	106615	446
14:40:26.035	106617	1514
14:40:26.036	106626	62
14:40:26.037	106629	1514
14:40:26.038	106645	446
14:40:26.039	106649	1514
14:40:26.040	106658	446
14:40:26.041	106664	446
14:40:26.042	106669	430
14:40:26.043	106677	1514
14:40:26.044	106686	446
14:40:26.045	106688	1514
14:40:26.046	106696	1514
14:40:26.047	106704	62
14:40:26.048	106708	1514
14:40:26.049	106712	430
14:40:26.050	106717	1514
14:40:26.051	106728	1514
14:40:26.052	106737	62
14:40:26.053	106744	1514
14:40:26.054	106751	62
14:40:26.055	106765	430
14:40:26.056	106774	430
14:40:26.057	106780	446
14:40:26.058	106790	1514
14:40:26.059	106796	1514
14:40:26.060	106803	706
14:40:26.061	106809	1514
14:40:26.062	106818	646
14:40:26.063	106825	446
14:40:26.064	106832	446
14:40:26.065	106836	446
14:40:26.066	106841	430
14:40:26.067	106852	1514
14:40:26.068	106857	446
14:40:26.069	106862	1514
14:40:26.070	106867	446
14:40:26.071	106869	1514
14:40:26.072	106877	1514
14:40:26.073	106888	1514
14:40:26.074	106897	1514
14:40:26.075	106906	62
14:40:26.076	106910	1514
14:40:26.077	106921	62
14:40:26.078	106928	1514
14:40:26.079	106936	446
14:40:26.080	106942	446
14:40:26.081	106953	446
14:40:26.082	106960	446
14:40:26.083	106964	430
14:40:26.084	106967	1514
14:40:26.085	106973	1514
14:40:26.086	106976	446
14:40:26.087	106979	62
14:40:26.088	106983	62
14:40:26.089	106987	446
14:40:26.090	106999	446
14:40:26.091	107004	446
14:40:26.092	107011	1218
14:40:26.093	107021	1514
14:40:26.094	107027	1514
14:40:26.095	107030	446
14:40:26.096	107038	62
14:40:26.097	107040	62
14:40:26.098	107044	62
14:40:26.099	107049	1514
14:40:26.100	107056	1514
14:40:26.101	107069	1514
14:40:26.102	107083	430
14:40:26.103	107099	62
14:40:26.104	107101	66
14:40:26.105	107108	62
14:40:26.106	107110	62
14:40:26.107	107116	62
14:40:26.108	107118	62
14:40:26.109	107127	446
14:40:26.110	107133	1514
14:40:26.111	107141	62
14:40:26.112	107143	62
14:40:26.113	107145	62
14:40:26.114	107150	618
14:40:26.115	107153	62
14:40:26.116	107158	62
14:40:26.117	107163	62
14:40:26.118	107168	1514
14:40:26.119	107178	62
14:40:26.120	107185	62
14:40:26.121	107196	1514
14:40:26.122	107207	1514
14:40:26.123	107219	1514
14:40:26.124	107224	62
14:40:26.125	107228	62
14:40:26.126	107231	66
14:40:26.127	107238	66
14:40:26.128	107242	62
14:40:26.129	107248	62
14:40:26.130	107250	62
14:40:26.131	107256	62
14:40:26.132	107268	634
14:40:26.133	107269	446
14:40:26.134	107282	1514
14:40:26.135	107290	1514
14:40:26.136	107296	446
14:40:26.137	107301	446
14:40:26.138	107306	430
14:40:26.139	107314	446
14:40:26.140	107316	1514
14:40:26.141	107321	62
14:40:26.142	107326	62
14:40:26.143	107333	446
14:40:26.144	107339	430
14:40:26.145	107348	62
14:40:26.146	107363	430
14:40:26.148	107372	62
14:40:26.149	107378	62
14:40:26.150	107381	1202
14:40:26.151	107385	62
14:40:26.152	107390	62
14:40:26.153	107396	1514
14:40:26.154	107399	446
14:40:26.155	107402	646
14:40:26.156	107412	1514
14:40:26.157	107417	1514
14:40:26.158	107433	62
14:40:26.159	107440	446
14:40:26.160	107443	1514
14:40:26.161	107454	446
14:40:26.162	107459	1206
14:40:26.163	107464	62
14:40:26.164	107475	446
14:40:26.165	107477	1514
14:40:26.166	107481	62
14:40:26.167	107486	446
14:40:26.168	107494	1514
14:40:26.169	107507	634
14:40:26.171	107510	62
14:40:26.172	107515	1514
14:40:26.173	107521	446
14:40:26.174	107527	1514
14:40:26.175	107530	1514
14:40:26.176	107541	1514
14:40:26.177	107543	1218
14:40:26.178	107553	1514
14:40:26.179	107556	1514
14:40:26.180	107559	446
14:40:26.181	107565	62
14:40:26.182	107567	1514
14:40:26.183	107570	62
14:40:26.184	107575	62
14:40:26.185	107582	634
14:40:26.186	107588	430
14:40:26.187	107598	1514
14:40:26.188	107601	1514
14:40:26.189	107606	1514
14:40:26.190	107612	1514
14:40:26.191	107617	62
14:40:26.192	107619	1514
14:40:26.193	107624	1190
14:40:26.194	107633	1206
14:40:26.195	107640	446
14:40:26.196	107646	1514
14:40:26.197	107657	446
14:40:26.198	107661	430
14:40:26.199	107665	706
14:40:26.200	107670	1218
14:40:26.201	107679	1514
14:40:26.202	107685	446
14:40:26.203	107687	446
14:40:26.204	107689	1514
14:40:26.205	107702	1514
14:40:26.206	107712	430
14:40:26.207	107715	1514
14:40:26.208	107724	430
14:40:26.209	107732	430
14:40:26.210	107740	62
14:40:26.211	107751	66
14:40:26.212	107757	630
14:40:26.213	107763	62
14:40:26.214	107768	1514
14:40:26.215	107777	1514
14:40:26.216	107783	1514
14:40:26.217	107792	62
14:40:26.218	107797	62
14:40:26.219	107802	62
14:40:26.220	107805	1190
14:40:26.221	107810	1202
14:40:26.222	107817	446
14:40:26.223	107828	62
14:40:26.224	107837	62
14:40:26.225	107843	630
14:40:26.226	107853	630
14:40:26.227	107863	1514
14:40:26.228	107879	430
14:40:26.229	107887	62
14:40:26.230	107895	66
14:40:26.231	107908	1514
14:40:26.232	107913	1514
14:40:26.233	107927	446
14:40:26.234	107929	446
14:40:26.235	107935	1514
14:40:26.236	107938	62
14:40:26.237	107943	62
14:40:26.238	107946	62
14:40:26.239	107951	62
14:40:26.240	107953	62
14:40:26.241	107958	62
14:40:26.242	107963	62
14:40:26.243	107966	62
14:40:26.245	107971	1514
14:40:26.246	107984	446
14:40:26.247	107986	1514
14:40:26.248	107989	62
14:40:26.249	107996	1202
14:40:26.250	107999	1514
14:40:26.251	108009	62
14:40:26.252	108020	1514
14:40:26.253	108028	1514
14:40:26.254	108038	634
14:40:26.255	108040	1230
14:40:26.256	108044	62
14:40:26.257	108049	62
14:40:26.258	108055	62
14:40:26.259	108057	62
14:40:26.260	108064	62
14:40:26.261	108070	62
14:40:26.262	108074	62
14:40:26.263	108079	446
14:40:26.264	108095	430
14:40:26.265	108105	1514
14:40:26.266	108117	430
14:40:26.267	108123	430
14:40:26.268	108134	62
14:40:26.269	108145	62
14:40:26.270	108153	1514
14:40:26.271	108168	430
14:40:26.272	108186	430
14:40:26.273	108203	430
14:40:26.274	108215	66
14:40:26.275	108218	66
14:40:26.276	108222	1202
14:40:26.277	108226	62
14:40:26.278	108231	62
14:40:26.279	108232	1202
14:40:26.280	108239	1514
14:40:26.281	108246	62
14:40:26.282	108254	446
14:40:26.283	108258	1514
14:40:26.284	108261	1514
14:40:26.285	108266	1514
14:40:26.286	108278	1514
14:40:26.287	108287	446
14:40:26.288	108290	446
14:40:26.289	108293	1514
14:40:26.290	108297	646
14:40:26.291	108301	1514
14:40:26.292	108315	646
14:40:26.293	108319	1514
14:40:26.294	108322	430
14:40:26.295	108324	1514
14:40:26.296	108332	62
14:40:26.297	108337	62
14:40:26.298	108340	62
14:40:26.299	108345	62
14:40:26.300	108347	62
14:40:26.301	108354	62
14:40:26.302	108364	62
14:40:26.303	108370	1514
14:40:26.304	108386	446
14:40:26.305	108387	1206
